IPA	IPA_Core	Place	advanced tongue root	anterior	approximant	back	click	consonantal	constricted glottis	continuant	coronal	delayed release	distributed	dorsal	epilaryngeal source	fortis	front	high	labial	labiodental	lateral	long	low	lowered larynx implosive	nasal	periodic glottal source	raised larynx ejective	retracted tongue root	round	short	sonorant	spread glottis	stress	strident	syllabic	tap	tense	tone	trill
qː	k	Body			-	+	-	+	-	-	-	-		+	-	-	-	-	-		-	+	-	-	-	-	-			-	-	-	-		-	-			-
rː	ɻ	Tip		+	+		-	+	-	+	+		-	-	-	-			-		-	+		-	-	+	-			-	+	-	-	-	-	-			+
s	s	Tip		+	-		-	+	-	+	+	+	-	-	-	-			-		-	-		-	-	-	-			-	-	-	-	+	-	-			-
sː	s	Tip		+	-		-	+	-	+	+	+	-	-	-	-			-		-	+		-	-	-	-			-	-	-	-	+	-	-			-
sˤ	s	Tip	-	+	-		-	+	-	+	+	+	-	-	-	-			-		-	-		-	-	-	-	+		-	-	-	-	+	-	-			-
sˤː	s	Tip	-	+	-		-	+	-	+	+	+	-	-	-	-			-		-	+		-	-	-	-	+		-	-	-	-	+	-	-			-
t	t	Tip		+	-		-	+	-	-	+	-	-	-	-	-			-		-	-		-	-	-	-			-	-	-	-	-	-	-			-
tː	t	Tip		+	-		-	+	-	-	+	-	-	-	-	-			-		-	+		-	-	-	-			-	-	-	-	-	-	-			-
tˤ	t	Tip	-	+	-		-	+	-	-	+	-	-	-	-	-			-		-	-		-	-	-	-	+		-	-	-	-	-	-	-			-
tˤː	t	Tip	-	+	-		-	+	-	-	+	-	-	-	-	-			-		-	+		-	-	-	-	+		-	-	-	-	-	-	-			-
uː	u	Vowel	-		+	+		-	-	+	-			+	-		-	+	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-		+	-	+		-
v	f	Lips			-		-	+	-	+	-	+		-	-	-			+	+	-	-		-	-	+	-		-	-	-	-	-		-	-			-
w	w	Lips			+	+	-	-	-	+	-			+	-	-	-	+	+	-	-	-	-	-	-	+	-		+	-	+	-	-		-	-	+		-
wː	w	Lips			+	+	-	-	-	+	-			+	-	-	-	+	+	-	-	+	-	-	-	+	-		+	-	+	-	-		-	-	+		-
z	s	Tip		+	-		-	+	-	+	+	+	-	-	-	-			-		-	-		-	-	+	-			-	-	-	-	+	-	-			-
zː	s	Tip		+	-		-	+	-	+	+	+	-	-	-	-			-		-	+		-	-	+	-			-	-	-	-	+	-	-			-
zˤ	s	Tip	-	+	-		-	+	-	+	+	+	-	-	-	-			-		-	-		-	-	+	-	+		-	-	-	-	+	-	-			-
zˤː	s	Tip	-	+	-		-	+	-	+	+	+	-	-	-	-			-		-	+		-	-	+	-	+		-	-	-	-	+	-	-			-
æː	a	Vowel	-		+	-		-	-	+	-			+	-		+	-	-		-	+	+	-	-	+	-	-		-	+	-	-		+	-			-
ð	s	Tip		+	-		-	+	-	+	+	+	+	-	-	-			-		-	-		-	-	+	-			-	-	-	-	-	-	-			-
ðˤ	s	Tip	-	+	-		-	+	-	+	+	+	+	-	-	-			-		-	-		-	-	+	-	+		-	-	-	-	-	-	-			-
ħ	h	Guttural			-	+	-	+	-	+	-	+		+	-	-	-	-	-		-	-	+	-	-	-	-			-	-	-	-		-	-			-
ħː	h	Guttural			-	+	-	+	-	+	-	+		+	-	-	-	-	-		-	+	+	-	-	-	-			-	-	-	-		-	-			-
ə	ə̰	Vowel	-		+	-		-	-	+	-			+	-		-	-	-		-	-	-	-	-	+	-	-		-	+	-	-		+	-	-		-
ɡ	k	Body			-	-	-	+	-	-	-	-		+	-	-	-	+	-		-	-	-	-	-	+	-			-	-	-	-		-	-			-
ɡː	k	Body			-	-	-	+	-	-	-	-		+	-	-	-	+	-		-	+	-	-	-	+	-			-	-	-	-		-	-			-
ɪ	i	Vowel	-		+	-		-	-	+	-			+	-		+	+	-		-	-	-	-	-	+	-	-		-	+	-	-		+	-	-		-
ɾ	ɻ	Tip		+	+		-	+	-	+	+		-	-	-	-			-		-	-		-	-	+	-			-	+	-	-	-	-	+			-
ʁ	ç	Body			-	+	-	+	-	+	-	+		+	-	-	-	-	-		-	-	-	-	-	+	-			-	-	-	-		-	-			-
ʁː	ç	Body			-	+	-	+	-	+	-	+		+	-	-	-	-	-		-	+	-	-	-	+	-			-	-	-	-		-	-			-
ʃ	s	Tip		-	-		-	+	-	+	+	+	+	-	-	-			-		-	-		-	-	-	-			-	-	-	-	+	-	-			-
ʃː	s	Tip		-	-		-	+	-	+	+	+	+	-	-	-			-		-	+		-	-	-	-			-	-	-	-	+	-	-			-
ʊ	u	Vowel	-		+	+		-	-	+	-			+	-		-	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-		+	-	-		-
ʔ	ʔ	Guttural			-		-	+	+	-	-	-		-	-	-			-		-	-		-	-	-	-			-	-	-	-		-	-			-
ʔː	ʔ	Guttural			-		-	+	+	-	-	-		-	-	-			-		-	+		-	-	-	-			-	-	-	-		-	-			-
ʕ	h	Guttural			-	+	-	+	-	+	-	+		+	-	-	-	-	-		-	-	+	-	-	+	-			-	-	-	-		-	-			-
ʕː	h	Guttural			-	+	-	+	-	+	-	+		+	-	-	-	-	-		-	+	+	-	-	+	-			-	-	-	-		-	-			-
θ	s	Tip		+	-		-	+	-	+	+	+	+	-	-	-			-		-	-		-	-	-	-			-	-	-	-	-	-	-			-
χ	ç	Body			-	+	-	+	-	+	-	+		+	-	-	-	-	-		-	-	-	-	-	-	-			-	-	-	-		-	-			-
χː	ç	Body			-	+	-	+	-	+	-	+		+	-	-	-	-	-		-	+	-	-	-	-	-			-	-	-	-		-	-			-
