IPA	IPA_Core	Place	advanced tongue root	anterior	approximant	back	click	consonantal	constricted glottis	continuant	coronal	delayed release	distributed	dorsal	epilaryngeal source	fortis	front	high	labial	labiodental	lateral	long	low	lowered larynx implosive	nasal	periodic glottal source	raised larynx ejective	retracted tongue root	round	short	sonorant	spread glottis	stress	strident	syllabic	tap	tense	tone	trill
p	p	Lips			-		-	+	-	-	-	-		-	-	-			+	-	-	-		-	-	-	-		-	-	-	-	-		-	-			-
pː	p	Lips			-		-	+	-	-	-	-		-	-	-			+	-	-	+		-	-	-	-		-	-	-	-	-		-	-			-
s	s	Tip		+	-		-	+	-	+	+	+	-	-	-	-			-		-	-		-	-	-	-			-	-	-	-	+	-	-			-
sː	s	Tip		+	-		-	+	-	+	+	+	-	-	-	-			-		-	+		-	-	-	-			-	-	-	-	+	-	-			-
t	t	Tip		+	-		-	+	-	-	+	-	-	-	-	-			-		-	-		-	-	-	-			-	-	-	-	-	-	-			-
tː	t	Tip		+	-		-	+	-	-	+	-	-	-	-	-			-		-	+		-	-	-	-			-	-	-	-	-	-	-			-
uː	u	Vowel	-		+	+		-	-	+	-			+	-		-	+	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-		+	-	+		-
æː	a	Vowel	-		+	-		-	-	+	-			+	-		+	-	-		-	+	+	-	-	+	-	-		-	+	-	-		+	-			-
æ̃ː	a	Vowel	-		+	-		-	-	+	-			+	-		+	-	-		-	+	+	-	+	+	-	-		-	+	-	-		+	-			-
ŋ	ŋ	Body			-	-	-	+	-	-	-			+	-	-	-	+	-		-	-	-	-	+	+	-			-	+	-	-		-	-			-
ɖ	t	Tip		-	-		-	+	-	-	+	-	-	-	-	-			-		-	-		-	-	+	-			-	-	-	-	-	-	-			-
ɖː	t	Tip		-	-		-	+	-	-	+	-	-	-	-	-			-		-	+		-	-	+	-			-	-	-	-	-	-	-			-
ə	ə̰	Vowel	-		+	-		-	-	+	-			+	-		-	-	-		-	-	-	-	-	+	-	-		-	+	-	-		+	-	-		-
əː	ə̰	Vowel	-		+	-		-	-	+	-			+	-		-	-	-		-	+	-	-	-	+	-	-		-	+	-	-		+	-	-		-
ɟʝ	cç	Body		-	-	-	-	+	-	-	+	+	+	+	-	-	+	+	-		-	-	-	-	-	+	-			-	-	-	-	-	-	-			-
ɟʝː	cç	Body		-	-	-	-	+	-	-	+	+	+	+	-	-	+	+	-		-	+	-	-	-	+	-			-	-	-	-	-	-	-			-
ɡ	k	Body			-	-	-	+	-	-	-	-		+	-	-	-	+	-		-	-	-	-	-	+	-			-	-	-	-		-	-			-
ɡː	k	Body			-	-	-	+	-	-	-	-		+	-	-	-	+	-		-	+	-	-	-	+	-			-	-	-	-		-	-			-
ɦ	h	Guttural			-		-	-	-	+	-	+		-	-	-			-		-	-		-	-	+	-			-	-	+	-		-	-			-
ɪ	i	Vowel	-		+	-		-	-	+	-			+	-		+	+	-		-	-	-	-	-	+	-	-		-	+	-	-		+	-	-		-
ɲ	ŋ	Body		-	-	-	-	+	-	-	+		+	+	-	-	+	+	-		-	-	-	-	+	+	-			-	+	-	-	-	-	-			-
ɲː	ŋ	Body		-	-	-	-	+	-	-	+		+	+	-	-	+	+	-		-	+	-	-	+	+	-			-	+	-	-	-	-	-			-
ɸ	f	Lips			-		-	+	-	+	-	+		-	-	-			+	-	-	-		-	-	-	-		-	-	-	-	-		-	-			-
ɾ	ɻ	Tip		+	+		-	+	-	+	+		-	-	-	-			-		-	-		-	-	+	-			-	+	-	-	-	-	+			-
ʃ	s	Tip		-	-		-	+	-	+	+	+	+	-	-	-			-		-	-		-	-	-	-			-	-	-	-	+	-	-			-
ʈ	t	Tip		-	-		-	+	-	-	+	-	-	-	-	-			-		-	-		-	-	-	-			-	-	-	-	-	-	-			-
ʈː	t	Tip		-	-		-	+	-	-	+	-	-	-	-	-			-		-	+		-	-	-	-			-	-	-	-	-	-	-			-
ʊ	u	Vowel	-		+	+		-	-	+	-			+	-		-	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-		+	-	-		-
ʋ	w	Lips			+		-	-	-	+	-			-	-	-			+	+	-	-		-	-	+	-		-	-	+	-	-		-	-			-
