IPA	IPA_Core	Place	advanced tongue root	anterior	approximant	back	click	consonantal	constricted glottis	continuant	coronal	delayed release	distributed	dorsal	epilaryngeal source	fortis	front	high	labial	labiodental	lateral	long	low	lowered larynx implosive	nasal	periodic glottal source	raised larynx ejective	retracted tongue root	round	short	sonorant	spread glottis	stress	strident	syllabic	tap	tense	tone	trill
n	n	Tip		+	-		-	+	-	-	+		-	-	-	-			-		-	-		-	+	+	-			-	+	-	-	-	-	-			-
nː	n	Tip		+	-		-	+	-	-	+		-	-	-	-			-		-	+		-	+	+	-			-	+	-	-	-	-	-			-
o̞	o	Vowel	-		+	+		-	-	+	-			+	-		-	-	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-		+	-	+		-
o̞ː	o	Vowel	-		+	+		-	-	+	-			+	-		-	-	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-		+	-	+		-
p	p	Lips			-		-	+	-	-	-	-		-	-	-			+	-	-	-		-	-	-	-		-	-	-	-	-		-	-			-
pː	p	Lips			-		-	+	-	-	-	-		-	-	-			+	-	-	+		-	-	-	-		-	-	-	-	-		-	-			-
r	ɻ	Tip		+	+		-	+	-	+	+		-	-	-	-			-		-	-		-	-	+	-			-	+	-	-	-	-	-			+
rː	ɻ	Tip		+	+		-	+	-	+	+		-	-	-	-			-		-	+		-	-	+	-			-	+	-	-	-	-	-			+
s	s	Tip		+	-		-	+	-	+	+	+	-	-	-	-			-		-	-		-	-	-	-			-	-	-	-	+	-	-			-
sː	s	Tip		+	-		-	+	-	+	+	+	-	-	-	-			-		-	+		-	-	-	-			-	-	-	-	+	-	-			-
t	t	Tip		+	-		-	+	-	-	+	-	-	-	-	-			-		-	-		-	-	-	-			-	-	-	-	-	-	-			-
ts	ts	Tip		+	-		-	+	-	-	+	+	-	-	-	-			-		-	-		-	-	-	-			-	-	-	-	+	-	-			-
tsː	ts	Tip		+	-		-	+	-	-	+	+	-	-	-	-			-		-	+		-	-	-	-			-	-	-	-	+	-	-			-
tː	t	Tip		+	-		-	+	-	-	+	-	-	-	-	-			-		-	+		-	-	-	-			-	-	-	-	-	-	-			-
t̠ʃ	ts	Tip		-	-		-	+	-	-	+	+	+	-	-	-			-		-	-		-	-	-	-			-	-	-	-	+	-	-			-
t̠ʃː	ts	Tip		-	-		-	+	-	-	+	+	+	-	-	-			-		-	+		-	-	-	-			-	-	-	-	+	-	-			-
u	u	Vowel	-		+	+		-	-	+	-			+	-		-	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-		+	-	+		-
uː	u	Vowel	-		+	+		-	-	+	-			+	-		-	+	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-		+	-	+		-
v	f	Lips			-		-	+	-	+	-	+		-	-	-			+	+	-	-		-	-	+	-		-	-	-	-	-		-	-			-
w	w	Lips			+	+	-	-	-	+	-			+	-	-	-	+	+	-	-	-	-	-	-	+	-		+	-	+	-	-		-	-	+		-
wː	w	Lips			+	+	-	-	-	+	-			+	-	-	-	+	+	-	-	+	-	-	-	+	-		+	-	+	-	-		-	-	+		-
z	s	Tip		+	-		-	+	-	+	+	+	-	-	-	-			-		-	-		-	-	+	-			-	-	-	-	+	-	-			-
zː	s	Tip		+	-		-	+	-	+	+	+	-	-	-	-			-		-	+		-	-	+	-			-	-	-	-	+	-	-			-
ħ	h	Guttural			-	+	-	+	-	+	-	+		+	-	-	-	-	-		-	-	+	-	-	-	-			-	-	-	-		-	-			-
ħː	h	Guttural			-	+	-	+	-	+	-	+		+	-	-	-	-	-		-	+	+	-	-	-	-			-	-	-	-		-	-			-
ɡ	k	Body			-	-	-	+	-	-	-	-		+	-	-	-	+	-		-	-	-	-	-	+	-			-	-	-	-		-	-			-
ɡː	k	Body			-	-	-	+	-	-	-	-		+	-	-	-	+	-		-	+	-	-	-	+	-			-	-	-	-		-	-			-
ʃ	s	Tip		-	-		-	+	-	+	+	+	+	-	-	-			-		-	-		-	-	-	-			-	-	-	-	+	-	-			-
ʃː	s	Tip		-	-		-	+	-	+	+	+	+	-	-	-			-		-	+		-	-	-	-			-	-	-	-	+	-	-			-
ʔ	ʔ	Guttural			-		-	+	+	-	-	-		-	-	-			-		-	-		-	-	-	-			-	-	-	-		-	-			-
ʔː	ʔ	Guttural			-		-	+	+	-	-	-		-	-	-			-		-	+		-	-	-	-			-	-	-	-		-	-			-
