IPA	IPA_Core	Place	advanced tongue root	anterior	approximant	back	click	consonantal	constricted glottis	continuant	coronal	delayed release	distributed	dorsal	epilaryngeal source	fortis	front	high	labial	labiodental	lateral	long	low	lowered larynx implosive	nasal	periodic glottal source	raised larynx ejective	retracted tongue root	round	short	sonorant	spread glottis	stress	strident	syllabic	tap	tense	tone	trill
t̠ʃ	ts	Tip		-	-		-	+	-	-	+	+	+	-	-	-			-		-	-		-	-	-	-			-	-	-	-	+	-	-			-
t̠ʃʰ	ts	Tip		-	-		-	+	-	-	+	+	+	-	-	-			-		-	-		-	-	-	-			-	-	+	-	+	-	-			-
t̠ʃˀ	ts	Tip		-	-		-	+	+	-	+	+	+	-	-	-			-		-	-		-	-	-	-			-	-	-	-	+	-	-			-
u	u	Vowel	-		+	+		-	-	+	-			+	-		-	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-		+	-	+		-
uː	u	Vowel	-		+	+		-	-	+	-			+	-		-	+	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-		+	-	+		-
w	w	Lips			+	+	-	-	-	+	-			+	-	-	-	+	+	-	-	-	-	-	-	+	-		+	-	+	-	-		-	-	+		-
y	y	Vowel	-		+	-		-	-	+	-			+	-		+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-		+	-	+		-
æ	a	Vowel	-		+	-		-	-	+	-			+	-		+	-	-		-	-	+	-	-	+	-	-		-	+	-	-		+	-			-
æː	a	Vowel	-		+	-		-	-	+	-			+	-		+	-	-		-	+	+	-	-	+	-	-		-	+	-	-		+	-			-
ø	ø	Vowel	-		+	-		-	-	+	-			+	-		+	-	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-		+	-	+		-
ŋ	ŋ	Body			-	-	-	+	-	-	-			+	-	-	-	+	-		-	-	-	-	+	+	-			-	+	-	-		-	-			-
ɤ	ə̰	Vowel	-		+	+		-	-	+	-			+	-		-	-	-		-	-	-	-	-	+	-	-		-	+	-	-		+	-	+		-
ɤː	ə̰	Vowel	-		+	+		-	-	+	-			+	-		-	-	-		-	+	-	-	-	+	-	-		-	+	-	-		+	-	+		-
ɯ	ɨ	Vowel	-		+	+		-	-	+	-			+	-		-	+	-		-	-	-	-	-	+	-	-		-	+	-	-		+	-	+		-
ɯː	ɨ	Vowel	-		+	+		-	-	+	-			+	-		-	+	-		-	+	-	-	-	+	-	-		-	+	-	-		+	-	+		-
ʔ	ʔ	Guttural			-		-	+	+	-	-	-		-	-	-			-		-	-		-	-	-	-			-	-	-	-		-	-			-
